date,county,pm10_ugm3
2022-10-29,Stanislaus,35.0
2022-10-29,Tulare,66.0
2022-10-30,Fresno,52.75
2022-10-30,Kern,38.833333333333336
2022-10-30,Kings,67.66666666666667
2022-10-30,Madera,40.0
2022-10-30,Merced,40.0
2022-10-30,San Joaquin,32.666666666666664
2022-10-30,Stanislaus,36.5
2022-10-30,Tulare,52.0
2022-10-31,Fresno,83.0
2022-10-31,Kern,52.666666666666664
2022-10-31,Kings,125.66666666666667
2022-10-31,Madera,69.0
2022-10-31,Merced,76.0
2022-10-31,San Joaquin,51.0
2022-10-31,Stanislaus,70.5
2022-10-31,Tulare,93.0
2022-11-01,Fresno,46.0
2022-11-01,Kern,54.5
2022-11-01,Kings,108.66666666666667
2022-11-01,Madera,32.0
2022-11-01,Merced,26.0
2022-11-01,San Joaquin,20.333333333333332
2022-11-01,Stanislaus,24.0
2022-11-01,Tulare,80.0
2022-11-02,Fresno,9.0
2022-11-02,Kern,12.333333333333334
2022-11-02,Kings,16.333333333333332
2022-11-02,Madera,9.0
2022-11-02,Merced,13.0
2022-11-02,San Joaquin,9.0
2022-11-02,Stanislaus,7.5
2022-11-02,Tulare,13.0
2022-11-03,Fresno,10.5
2022-11-03,Kern,11.0
2022-11-03,Kings,21.666666666666668
2022-11-03,Madera,11.0
2022-11-03,Merced,11.0
2022-11-03,San Joaquin,8.666666666666666
2022-11-03,Stanislaus,8.0
2022-11-03,Tulare,19.0
2022-11-04,Fresno,25.75
2022-11-04,Kern,16.666666666666668
2022-11-04,Kings,50.333333333333336
2022-11-04,Madera,18.0
2022-11-04,Merced,23.0
2022-11-04,San Joaquin,20.0
2022-11-04,Stanislaus,20.0
2022-11-04,Tulare,32.0
2022-11-05,Fresno,25.5
2022-11-05,Kern,15.25
2022-11-05,Kings,60.0
2022-11-05,Madera,20.0
2022-11-05,Merced,16.0
2022-11-05,San Joaquin,22.0
2022-11-05,Stanislaus,17.0
2022-11-05,Tulare,33.0
2022-11-06,Fresno,22.5
2022-11-06,Kern,10.6
2022-11-06,Kings,39.666666666666664
2022-11-06,Madera,24.0
2022-11-06,Merced,23.0
2022-11-06,San Joaquin,12.666666666666666
2022-11-06,Stanislaus,18.5
2022-11-06,Tulare,24.0
2022-11-07,Fresno,6.5
2022-11-07,Kern,8.75
2022-11-07,Kings,11.666666666666666
2022-11-07,Madera,5.0
2022-11-07,Merced,7.0
2022-11-07,San Joaquin,8.333333333333334
2022-11-07,Stanislaus,6.0
2022-11-07,Tulare,8.0
2022-11-08,Fresno,4.75
2022-11-08,Kern,6.5
2022-11-08,Kings,7.333333333333333
2022-11-08,Madera,5.0
2022-11-08,Merced,8.0
2022-11-08,San Joaquin,4.333333333333333
2022-11-08,Stanislaus,3.5
2022-11-08,Tulare,5.0
2022-11-09,Fresno,7.0
2022-11-09,Kern,5.2
2022-11-09,Kings,11.333333333333334
2022-11-09,Madera,6.0
2022-11-09,Merced,9.0
2022-11-09,San Joaquin,11.0
2022-11-09,Stanislaus,9.5
2022-11-09,Tulare,13.0
2022-11-10,Fresno,19.0
2022-11-10,Kern,16.6
2022-11-10,Kings,17.0
2022-11-10,Madera,13.0
2022-11-10,Merced,17.0
2022-11-10,San Joaquin,10.0
2022-11-10,Stanislaus,10.5
2022-11-10,Tulare,18.0
2022-11-11,Fresno,29.75
2022-11-11,Kern,25.4
2022-11-11,Kings,35.333333333333336
2022-11-11,Madera,22.0
2022-11-11,Merced,25.0
2022-11-11,San Joaquin,19.666666666666668
2022-11-11,Stanislaus,25.5
2022-11-11,Tulare,34.0
2022-11-12,Fresno,22.0
2022-11-12,Kern,26.5
2022-11-12,Kings,33.333333333333336
2022-11-12,Madera,15.0
2022-11-12,Merced,22.0
2022-11-12,San Joaquin,14.333333333333334
2022-11-12,Stanislaus,18.5
2022-11-12,Tulare,36.0
2022-11-13,Fresno,21.25
2022-11-13,Kern,15.666666666666666
2022-11-13,Kings,21.666666666666668
2022-11-13,Madera,15.0
2022-11-13,Merced,13.0
2022-11-13,San Joaquin,8.0
2022-11-13,Stanislaus,9.0
2022-11-13,Tulare,25.0
2022-11-14,Fresno,28.5
2022-11-14,Kern,22.166666666666668
2022-11-14,Kings,36.0
2022-11-14,Madera,23.0
2022-11-14,Merced,30.0
2022-11-14,San Joaquin,23.333333333333332
2022-11-14,Stanislaus,26.5
2022-11-14,Tulare,35.0
2022-11-15,Fresno,31.25
2022-11-15,Kern,30.833333333333332
2022-11-15,Kings,40.333333333333336
2022-11-15,Madera,31.0
2022-11-15,Merced,35.0
2022-11-15,San Joaquin,18.0
2022-11-15,Stanislaus,19.5
2022-11-15,Tulare,40.0
2022-11-16,Fresno,41.5
2022-11-16,Kern,33.5
2022-11-16,Kings,49.333333333333336
2022-11-16,Madera,20.0
2022-11-16,Merced,28.0
2022-11-16,San Joaquin,29.666666666666668
2022-11-16,Stanislaus,32.0
2022-11-16,Tulare,47.0
2022-11-17,Fresno,36.75
2022-11-17,Kern,36.5
2022-11-17,Kings,62.0
2022-11-17,Madera,31.0
2022-11-17,Merced,39.0
2022-11-17,San Joaquin,33.333333333333336
2022-11-17,Stanislaus,34.5
2022-11-17,Tulare,43.0
2022-11-18,Fresno,49.75
2022-11-18,Kern,42.5
2022-11-18,Kings,55.666666666666664
2022-11-18,Madera,37.0
2022-11-18,Merced,44.0
2022-11-18,San Joaquin,28.333333333333332
2022-11-18,Stanislaus,33.0
2022-11-18,Tulare,49.0
2022-11-19,Fresno,53.75
2022-11-19,Kern,34.833333333333336
2022-11-19,Kings,63.0
2022-11-19,Madera,39.0
2022-11-19,Merced,42.0
2022-11-19,San Joaquin,16.666666666666668
2022-11-19,Stanislaus,29.0
2022-11-19,Tulare,52.0
2022-11-20,Fresno,39.75
2022-11-20,Kern,28.666666666666668
2022-11-20,Kings,56.666666666666664
2022-11-20,Madera,29.0
2022-11-20,Merced,42.0
2022-11-20,San Joaquin,26.5
2022-11-20,Stanislaus,34.0
2022-11-20,Tulare,47.0
2022-11-21,Fresno,45.25
2022-11-21,Kern,44.5
2022-11-21,Kings,66.66666666666667
2022-11-21,Madera,28.0
2022-11-21,Merced,44.0
2022-11-21,San Joaquin,26.0
2022-11-21,Stanislaus,39.5
2022-11-21,Tulare,56.0
2022-11-22,Fresno,52.0
2022-11-22,Kern,42.5
2022-11-22,Kings,79.0
2022-11-22,Madera,34.0
2022-11-22,Merced,47.0
2022-11-22,San Joaquin,32.5
2022-11-22,Stanislaus,51.0
2022-11-22,Tulare,62.0
2022-11-23,Fresno,62.5
2022-11-23,Kern,42.5
2022-11-23,Kings,87.0
2022-11-23,Madera,39.0
2022-11-23,Merced,54.0
2022-11-23,San Joaquin,38.666666666666664
2022-11-23,Stanislaus,41.5
2022-11-23,Tulare,68.0
2022-11-24,Fresno,55.25
2022-11-24,Kern,33.0
2022-11-24,Kings,92.66666666666667
2022-11-24,Madera,55.0
2022-11-24,Merced,62.0
2022-11-24,San Joaquin,52.666666666666664
2022-11-24,Stanislaus,59.0
2022-11-24,Tulare,60.0
2022-11-25,Fresno,54.75
2022-11-25,Kern,35.166666666666664
2022-11-25,Kings,80.0
2022-11-25,Madera,39.0
2022-11-25,Merced,63.0
2022-11-25,San Joaquin,54.666666666666664
2022-11-25,Stanislaus,67.0
2022-11-25,Tulare,51.0
2022-11-26,Fresno,55.5
2022-11-26,Kern,37.833333333333336
2022-11-26,Kings,74.33333333333333
2022-11-26,Madera,41.0
2022-11-26,Merced,53.0
2022-11-26,San Joaquin,38.666666666666664
2022-11-26,Stanislaus,48.0
2022-11-26,Tulare,65.0
2022-11-27,Fresno,55.5
2022-11-27,Kern,33.166666666666664
2022-11-27,Kings,75.0
2022-11-27,Madera,33.0
2022-11-27,San Joaquin,27.666666666666668
2022-11-27,Stanislaus,42.5
2022-11-27,Tulare,70.0
2022-11-28,Fresno,38.75
2022-11-28,Kern,58.0
2022-11-28,Kings,69.33333333333333
2022-11-28,Madera,29.0
2022-11-28,San Joaquin,27.333333333333332
2022-11-28,Stanislaus,26.5
2022-11-28,Tulare,52.0
2022-11-29,Fresno,31.25
2022-11-29,Kern,21.0
2022-11-29,Kings,36.0
2022-11-29,Madera,25.0
2022-11-29,Merced,26.0
2022-11-29,San Joaquin,19.0
2022-11-29,Stanislaus,22.5
2022-11-29,Tulare,34.0
2022-11-30,Fresno,41.5
2022-11-30,Kern,32.2
2022-11-30,Kings,63.0
2022-11-30,Madera,34.0
2022-11-30,Merced,41.0
2022-11-30,San Joaquin,28.333333333333332
2022-11-30,Stanislaus,37.0
2022-11-30,Tulare,44.0
2022-12-01,Fresno,25.0
2022-12-01,Kern,27.0
2022-12-01,Kings,39.333333333333336
2022-12-01,Madera,26.0
2022-12-01,Merced,25.0
2022-12-01,San Joaquin,13.0
2022-12-01,Stanislaus,14.0
2022-12-01,Tulare,23.0
2022-12-02,Fresno,8.25
2022-12-02,Kern,5.8
2022-12-02,Kings,9.666666666666666
2022-12-02,Madera,9.0
2022-12-02,Merced,17.0
2022-12-02,San Joaquin,16.0
2022-12-02,Stanislaus,20.5
2022-12-02,Tulare,6.0
2022-12-03,Fresno,10.5
2022-12-03,Kern,15.0
2022-12-03,Kings,16.0
2022-12-03,Madera,10.0
2022-12-03,Merced,9.0
2022-12-03,San Joaquin,11.666666666666666
2022-12-03,Stanislaus,9.0
2022-12-03,Tulare,14.0
2022-12-04,Fresno,2.75
2022-12-04,Kern,4.5
2022-12-04,Kings,10.0
2022-12-04,Madera,3.0
2022-12-04,Merced,13.0
2022-12-04,San Joaquin,7.666666666666667
2022-12-04,Stanislaus,6.0
2022-12-04,Tulare,6.0
2022-12-05,Fresno,11.25
2022-12-05,Kern,8.666666666666666
2022-12-05,Kings,15.333333333333334
2022-12-05,Madera,10.0
2022-12-05,Merced,16.0
2022-12-05,San Joaquin,13.0
2022-12-05,Stanislaus,13.5
2022-12-05,Tulare,17.0
2022-12-06,Fresno,17.0
2022-12-06,Kern,13.6
2022-12-06,Kings,18.666666666666668
2022-12-06,Madera,9.0
2022-12-06,Merced,17.0
2022-12-06,San Joaquin,18.0
2022-12-06,Stanislaus,13.5
2022-12-06,Tulare,16.0
2022-12-07,Fresno,20.5
2022-12-07,Kern,9.0
2022-12-07,Kings,19.0
2022-12-07,Madera,17.0
2022-12-07,Merced,25.0
2022-12-07,San Joaquin,17.333333333333332
2022-12-07,Stanislaus,18.5
2022-12-07,Tulare,23.0
2022-12-08,Fresno,21.666666666666668
2022-12-08,Kern,13.5
2022-12-08,Kings,26.0
2022-12-08,Madera,20.0
2022-12-08,Merced,27.0
2022-12-08,San Joaquin,21.0
2022-12-08,Stanislaus,19.0
2022-12-08,Tulare,31.0
2022-12-09,Fresno,17.666666666666668
2022-12-09,Kern,16.666666666666668
2022-12-09,Kings,31.0
2022-12-09,Madera,21.0
2022-12-09,Merced,24.0
2022-12-09,San Joaquin,19.0
2022-12-09,Stanislaus,25.0
2022-12-09,Tulare,18.0
2022-12-10,Fresno,5.0
2022-12-10,Kern,16.333333333333332
2022-12-10,Kings,15.666666666666666
2022-12-10,Madera,7.0
2022-12-10,Merced,11.0
2022-12-10,San Joaquin,11.0
2022-12-10,Stanislaus,8.0
2022-12-10,Tulare,8.0
2022-12-11,Fresno,2.0
2022-12-11,Kern,4.8
2022-12-11,Kings,5.0
2022-12-11,Madera,1.0
2022-12-11,Merced,4.0
2022-12-11,San Joaquin,2.0
2022-12-11,Stanislaus,1.0
2022-12-11,Tulare,4.0
2022-12-12,Fresno,4.0
2022-12-12,Kern,7.6
2022-12-12,Kings,7.0
2022-12-12,Madera,5.0
2022-12-12,Merced,10.0
2022-12-12,San Joaquin,4.5
2022-12-12,Stanislaus,3.5
2022-12-12,Tulare,7.0
2022-12-13,Fresno,21.0
2022-12-13,Kern,12.25
2022-12-13,Kings,20.666666666666668
2022-12-13,Madera,19.0
2022-12-13,Merced,33.0
2022-12-13,San Joaquin,12.666666666666666
2022-12-13,Stanislaus,20.0
2022-12-13,Tulare,20.0
2022-12-14,Fresno,29.75
2022-12-14,Kern,21.5
2022-12-14,Kings,27.333333333333332
2022-12-14,Madera,21.0
2022-12-14,Merced,32.0
2022-12-14,San Joaquin,21.666666666666668
2022-12-14,Stanislaus,30.5
2022-12-14,Tulare,25.0
2022-12-15,Fresno,36.5
2022-12-15,Kern,26.8
2022-12-15,Kings,42.666666666666664
2022-12-15,Madera,27.0
2022-12-15,Merced,35.0
2022-12-15,San Joaquin,19.0
2022-12-15,Stanislaus,27.5
2022-12-15,Tulare,33.0
2022-12-16,Fresno,39.0
2022-12-16,Kern,36.5
2022-12-16,Kings,42.0
2022-12-16,Madera,32.0
2022-12-16,Merced,39.0
2022-12-16,San Joaquin,32.666666666666664
2022-12-16,Stanislaus,36.0
2022-12-16,Tulare,45.0
2022-12-17,Fresno,34.5
2022-12-17,Kern,28.5
2022-12-17,Kings,31.0
2022-12-17,Madera,23.0
2022-12-17,Merced,33.0
2022-12-17,San Joaquin,32.666666666666664
2022-12-17,Stanislaus,46.5
2022-12-17,Tulare,33.0
2022-12-18,Fresno,24.75
2022-12-18,Kern,27.0
2022-12-18,Kings,33.333333333333336
2022-12-18,Madera,26.0
2022-12-18,Merced,28.0
2022-12-18,San Joaquin,26.333333333333332
2022-12-18,Stanislaus,27.0
2022-12-18,Tulare,24.0
2022-12-19,Fresno,28.75
2022-12-19,Kern,35.75
2022-12-19,Kings,43.333333333333336
2022-12-19,Madera,31.0
2022-12-19,Merced,36.0
2022-12-19,San Joaquin,25.0
2022-12-19,Stanislaus,26.0
2022-12-19,Tulare,29.0
2022-12-20,Fresno,36.25
2022-12-20,Kern,39.4
2022-12-20,Kings,42.666666666666664
2022-12-20,Madera,36.0
2022-12-20,Merced,41.0
2022-12-20,San Joaquin,33.666666666666664
2022-12-20,Stanislaus,37.5
2022-12-20,Tulare,35.0
2022-12-21,Fresno,21.0
2022-12-21,Kern,41.6
2022-12-21,Kings,41.0
2022-12-21,Madera,22.0
2022-12-21,Merced,35.0
2022-12-21,San Joaquin,26.666666666666668
2022-12-21,Stanislaus,28.0
2022-12-21,Tulare,35.0
2022-12-22,Fresno,30.25
2022-12-22,Kern,29.8
2022-12-22,Kings,36.333333333333336
2022-12-22,Madera,28.0
2022-12-22,Merced,26.0
2022-12-22,San Joaquin,29.0
2022-12-22,Stanislaus,27.5
2022-12-22,Tulare,46.0
2022-12-23,Fresno,36.75
2022-12-23,Kern,22.4
2022-12-23,Kings,24.0
2022-12-23,Madera,30.0
2022-12-23,Merced,32.0
2022-12-23,San Joaquin,40.0
2022-12-23,Stanislaus,33.5
2022-12-23,Tulare,26.0
2022-12-24,Fresno,24.75
2022-12-24,Kern,25.0
2022-12-24,Kings,20.0
2022-12-24,Madera,26.0
2022-12-24,Merced,25.0
2022-12-24,San Joaquin,29.333333333333332
2022-12-24,Stanislaus,25.5
2022-12-24,Tulare,16.0
2022-12-25,Fresno,19.5
2022-12-25,Kern,29.6
2022-12-25,Kings,18.5
2022-12-25,Madera,23.0
2022-12-25,Merced,26.0
2022-12-25,San Joaquin,13.666666666666666
2022-12-25,Stanislaus,14.5
2022-12-25,Tulare,18.0
2022-12-26,Fresno,15.0
2022-12-26,Kern,30.2
2022-12-26,Kings,20.5
2022-12-26,Madera,15.0
2022-12-26,Merced,18.0
2022-12-26,San Joaquin,10.666666666666666
2022-12-26,Stanislaus,12.5
2022-12-26,Tulare,20.0
2022-12-27,Fresno,7.0
2022-12-27,Kern,18.8
2022-12-27,Kings,19.0
2022-12-27,Madera,6.0
2022-12-27,Merced,9.0
2022-12-27,San Joaquin,8.666666666666666
2022-12-27,Stanislaus,8.0
2022-12-27,Tulare,13.0
2022-12-28,Fresno,12.75
2022-12-28,Kern,8.75
2022-12-28,Kings,15.0
2022-12-28,Madera,11.0
2022-12-28,Merced,19.0
2022-12-28,San Joaquin,18.666666666666668
2022-12-28,Stanislaus,15.5
2022-12-28,Tulare,19.0
2022-12-29,Fresno,8.5
2022-12-29,Kern,10.0
2022-12-29,Kings,13.333333333333334
2022-12-29,Madera,8.0
2022-12-29,Merced,10.0
2022-12-29,San Joaquin,7.666666666666667
2022-12-29,Stanislaus,8.5
2022-12-29,Tulare,15.0
2022-12-30,Fresno,4.0
2022-12-30,Kern,8.5
2022-12-30,Kings,12.333333333333334
2022-12-30,Madera,4.0
2022-12-30,Merced,4.0
2022-12-30,San Joaquin,5.666666666666667
2022-12-30,Stanislaus,5.0
2022-12-30,Tulare,7.0
2022-12-31,Fresno,2.0
2022-12-31,Kern,5.5
2022-12-31,Kings,5.333333333333333
2022-12-31,Madera,2.0
2022-12-31,Merced,3.0
2022-12-31,San Joaquin,2.0
2022-12-31,Stanislaus,1.0
2022-12-31,Tulare,4.0
2023-01-01,Fresno,5.25
2023-01-01,Kern,7.5
2023-01-01,Kings,8.0
2023-01-01,Madera,4.0
2023-01-01,Merced,3.0
2023-01-01,San Joaquin,2.3333333333333335
2023-01-01,Stanislaus,1.0
2023-01-01,Tulare,7.0
2023-01-02,Fresno,7.25
2023-01-02,Kern,6.75
2023-01-02,Kings,8.333333333333334
2023-01-02,Madera,6.0
2023-01-02,Merced,7.0
2023-01-02,San Joaquin,4.666666666666667
2023-01-02,Stanislaus,4.5
2023-01-02,Tulare,7.0
2023-01-03,Fresno,6.75
2023-01-03,Kern,8.0
2023-01-03,Kings,12.0
2023-01-03,Madera,5.0
2023-01-03,Merced,8.0
2023-01-03,San Joaquin,8.333333333333334
2023-01-03,Stanislaus,9.0
2023-01-03,Tulare,9.0
2023-01-04,Fresno,5.25
2023-01-04,Kern,9.6
2023-01-04,Kings,15.333333333333334
2023-01-04,Madera,5.0
2023-01-04,Merced,7.0
2023-01-04,San Joaquin,6.0
2023-01-04,Stanislaus,7.5
2023-01-04,Tulare,9.0
2023-01-05,Fresno,3.5
2023-01-05,Kern,3.8
2023-01-05,Kings,6.333333333333333
2023-01-05,Madera,3.0
2023-01-05,Merced,7.0
2023-01-05,San Joaquin,5.0
2023-01-05,Stanislaus,5.0
2023-01-05,Tulare,4.0
2023-01-06,Fresno,9.5
2023-01-06,Kern,6.0
2023-01-06,Kings,13.666666666666666
2023-01-06,Madera,5.0
2023-01-06,Merced,10.0
2023-01-06,San Joaquin,12.333333333333334
2023-01-06,Stanislaus,10.0
2023-01-06,Tulare,12.0
2023-01-07,Fresno,8.75
2023-01-07,Kern,8.2
2023-01-07,Kings,19.666666666666668
2023-01-07,Madera,6.0
2023-01-07,Merced,8.0
2023-01-07,San Joaquin,7.666666666666667
2023-01-07,Stanislaus,9.5
2023-01-07,Tulare,16.0
2023-01-08,Fresno,2.75
2023-01-08,Kern,3.8
2023-01-08,Kings,9.0
2023-01-08,Madera,1.0
2023-01-08,Merced,3.0
2023-01-08,San Joaquin,3.3333333333333335
2023-01-08,Stanislaus,3.0
2023-01-08,Tulare,6.0
2023-01-09,Fresno,2.0
2023-01-09,Kern,5.2
2023-01-09,Kings,6.333333333333333
2023-01-09,Madera,2.0
2023-01-09,Merced,4.0
2023-01-09,San Joaquin,11.0
2023-01-09,Stanislaus,4.0
2023-01-09,Tulare,4.0
2023-01-10,Fresno,4.5
2023-01-10,Kern,3.8
2023-01-10,Kings,7.666666666666667
2023-01-10,Madera,3.0
2023-01-10,Merced,6.0
2023-01-10,San Joaquin,3.5
2023-01-10,Stanislaus,5.5
2023-01-10,Tulare,7.0
2023-01-11,Fresno,8.25
2023-01-11,Kern,9.0
2023-01-11,Kings,15.666666666666666
2023-01-11,Madera,7.0
2023-01-11,Merced,7.0
2023-01-11,San Joaquin,6.666666666666667
2023-01-11,Stanislaus,6.0
2023-01-11,Tulare,10.0
2023-01-12,Fresno,13.25
2023-01-12,Kern,8.0
2023-01-12,Kings,25.0
2023-01-12,Madera,7.0
2023-01-12,Merced,9.0
2023-01-12,San Joaquin,9.0
2023-01-12,Stanislaus,9.5
2023-01-12,Tulare,20.0
2023-01-13,Fresno,11.0
2023-01-13,Kern,11.4
2023-01-13,Kings,18.0
2023-01-13,Madera,7.0
2023-01-13,Merced,9.0
2023-01-13,San Joaquin,8.0
2023-01-13,Stanislaus,7.5
2023-01-13,Tulare,14.0
2023-01-14,Fresno,3.75
2023-01-14,Kern,5.4
2023-01-14,Kings,11.0
2023-01-14,Madera,3.0
2023-01-14,Merced,4.0
2023-01-14,San Joaquin,3.6666666666666665
2023-01-14,Stanislaus,5.5
2023-01-14,Tulare,6.0
2023-01-15,Fresno,3.0
2023-01-15,Kern,3.6
2023-01-15,Kings,7.666666666666667
2023-01-15,Madera,3.0
2023-01-15,Merced,5.0
2023-01-15,San Joaquin,3.6666666666666665
2023-01-15,Stanislaus,2.0
2023-01-15,Tulare,8.0
2023-01-16,Fresno,2.0
2023-01-16,Kern,1.0
2023-01-16,Kings,4.0
2023-01-16,Madera,0.0
2023-01-16,Merced,3.0
2023-01-16,San Joaquin,4.666666666666667
2023-01-16,Stanislaus,2.5
2023-01-16,Tulare,3.0
2023-01-17,Fresno,11.75
2023-01-17,Kern,4.4
2023-01-17,Kings,11.333333333333334
2023-01-17,Madera,9.0
2023-01-17,Merced,20.0
2023-01-17,San Joaquin,10.666666666666666
2023-01-17,Stanislaus,12.5
2023-01-17,Tulare,13.0
2023-01-18,Fresno,13.75
2023-01-18,Kern,7.0
2023-01-18,Kings,20.0
2023-01-18,Madera,9.0
2023-01-18,Merced,16.0
2023-01-18,San Joaquin,11.666666666666666
2023-01-18,Stanislaus,15.0
2023-01-18,Tulare,14.0
2023-01-19,Fresno,9.75
2023-01-19,Kern,8.0
2023-01-19,Kings,15.666666666666666
2023-01-19,Madera,9.0
2023-01-19,Merced,10.0
2023-01-19,San Joaquin,3.3333333333333335
2023-01-19,Stanislaus,5.5
2023-01-19,Tulare,13.0
2023-01-20,Fresno,14.5
2023-01-20,Kern,9.0
2023-01-20,Kings,14.0
2023-01-20,Madera,11.0
2023-01-20,Merced,15.0
2023-01-20,San Joaquin,8.666666666666666
2023-01-20,Stanislaus,9.0
2023-01-20,Tulare,13.0
2023-01-21,Fresno,24.5
2023-01-21,Kern,8.8
2023-01-21,Kings,23.0
2023-01-21,Madera,17.0
2023-01-21,Merced,30.0
2023-01-21,San Joaquin,17.333333333333332
2023-01-21,Stanislaus,19.5
2023-01-21,Tulare,29.0
2023-01-22,Fresno,20.5
2023-01-22,Kern,17.8
2023-01-22,Kings,21.333333333333332
2023-01-22,Madera,15.0
2023-01-22,Merced,18.0
2023-01-22,San Joaquin,11.333333333333334
2023-01-22,Stanislaus,15.0
2023-01-22,Tulare,27.0
2023-01-23,Fresno,31.0
2023-01-23,Kern,30.2
2023-01-23,Kings,27.333333333333332
2023-01-23,Madera,25.0
2023-01-23,Merced,33.0
2023-01-23,San Joaquin,7.333333333333333
2023-01-23,Stanislaus,12.5
2023-01-23,Tulare,27.0
2023-01-24,Fresno,32.0
2023-01-24,Kern,17.8
2023-01-24,Kings,37.333333333333336
2023-01-24,Madera,25.0
2023-01-24,Merced,43.0
2023-01-24,San Joaquin,28.333333333333332
2023-01-24,Stanislaus,34.0
2023-01-24,Tulare,30.0
2023-01-25,Fresno,34.0
2023-01-25,Kern,22.2
2023-01-25,Kings,37.0
2023-01-25,Madera,23.0
2023-01-25,Merced,39.0
2023-01-25,San Joaquin,30.666666666666668
2023-01-25,Stanislaus,37.5
2023-01-25,Tulare,40.0
2023-01-26,Fresno,34.5
2023-01-26,Kern,23.2
2023-01-26,Kings,44.0
2023-01-26,Madera,29.0
2023-01-26,Merced,40.0
2023-01-26,San Joaquin,32.666666666666664
2023-01-26,Stanislaus,37.0
2023-01-26,Tulare,44.0
2023-01-27,Fresno,37.0
2023-01-27,Kern,21.2
2023-01-27,Kings,45.666666666666664
2023-01-27,Madera,28.0
2023-01-27,Merced,44.0
2023-01-27,San Joaquin,27.0
2023-01-27,Stanislaus,42.0
2023-01-27,Tulare,42.0
2023-01-28,Fresno,36.75
2023-01-28,Kern,20.2
2023-01-28,Kings,47.333333333333336
2023-01-28,Madera,26.0
2023-01-28,Merced,43.0
2023-01-28,San Joaquin,16.333333333333332
2023-01-28,Stanislaus,25.0
2023-01-28,Tulare,44.0
2023-01-29,Fresno,19.5
2023-01-29,Kern,11.4
2023-01-29,Kings,16.333333333333332
2023-01-29,Madera,19.0
2023-01-29,Merced,12.0
2023-01-29,San Joaquin,7.333333333333333
2023-01-29,Stanislaus,8.0
2023-01-29,Tulare,15.0
2023-01-30,Fresno,12.25
2023-01-30,Kern,7.2
2023-01-30,Kings,13.333333333333334
2023-01-30,Madera,10.0
2023-01-30,Merced,13.0
2023-01-30,San Joaquin,8.666666666666666
2023-01-30,Stanislaus,10.0
2023-01-30,Tulare,12.0
2023-01-31,Fresno,23.25
2023-01-31,Kern,12.6
2023-01-31,Kings,23.0
2023-01-31,Madera,17.0
2023-01-31,Merced,26.0
2023-01-31,San Joaquin,17.0
2023-01-31,Stanislaus,19.5
2023-01-31,Tulare,24.0
2023-02-01,Fresno,29.5
2023-02-01,Kern,14.6
2023-02-01,Kings,32.666666666666664
2023-02-01,Madera,20.0
2023-02-01,Merced,35.0
2023-02-01,San Joaquin,29.666666666666668
2023-02-01,Stanislaus,33.5
2023-02-01,Tulare,23.0
2023-02-02,Fresno,28.75
2023-02-02,Kern,18.6
2023-02-02,Kings,44.0
2023-02-02,Madera,18.0
2023-02-02,Merced,41.0
2023-02-02,San Joaquin,46.0
2023-02-02,Stanislaus,44.5
2023-02-02,Tulare,33.0
2023-02-03,Fresno,23.25
2023-02-03,Kern,18.4
2023-02-03,Kings,37.666666666666664
2023-02-03,Madera,21.0
2023-02-03,Merced,25.0
2023-02-03,San Joaquin,20.333333333333332
2023-02-03,Stanislaus,25.5
2023-02-03,Tulare,23.0
2023-02-04,Fresno,23.0
2023-02-04,Kern,13.0
2023-02-04,Kings,27.0
2023-02-04,Madera,20.0
2023-02-04,Merced,21.0
2023-02-04,San Joaquin,10.0
2023-02-04,Stanislaus,15.0
2023-02-04,Tulare,21.0
2023-02-05,Fresno,5.0
2023-02-05,Kern,3.8
2023-02-05,Kings,6.333333333333333
2023-02-05,Madera,5.0
2023-02-05,Merced,7.0
2023-02-05,San Joaquin,6.666666666666667
2023-02-05,Stanislaus,4.5
2023-02-05,Tulare,8.0
2023-02-06,Fresno,12.75
2023-02-06,Kern,6.6
2023-02-06,Kings,14.666666666666666
2023-02-06,Madera,7.0
2023-02-06,Merced,15.0
2023-02-06,San Joaquin,4.333333333333333
2023-02-06,Stanislaus,7.0
2023-02-06,Tulare,14.0
2023-02-07,Fresno,19.0
2023-02-07,Kern,9.2
2023-02-07,Kings,21.333333333333332
2023-02-07,Madera,15.0
2023-02-07,Merced,27.0
2023-02-07,San Joaquin,16.666666666666668
2023-02-07,Stanislaus,19.0
2023-02-07,Tulare,18.0
2023-02-08,Fresno,27.25
2023-02-08,Kern,20.666666666666668
2023-02-08,Kings,33.666666666666664
2023-02-08,Madera,20.0
2023-02-08,Merced,39.0
2023-02-08,San Joaquin,25.333333333333332
2023-02-08,Stanislaus,30.5
2023-02-08,Tulare,28.0
2023-02-09,Fresno,31.5
2023-02-09,Kern,26.333333333333332
2023-02-09,Kings,37.0
2023-02-09,Madera,20.0
2023-02-09,Merced,37.0
2023-02-09,San Joaquin,34.333333333333336
2023-02-09,Stanislaus,40.0
2023-02-09,Tulare,32.0
2023-02-10,Fresno,28.0
2023-02-10,Kern,24.0
2023-02-10,Kings,36.0
2023-02-10,Madera,24.0
2023-02-10,Merced,27.0
2023-02-10,San Joaquin,22.0
2023-02-10,Stanislaus,28.0
2023-02-10,Tulare,33.0
2023-02-11,Fresno,7.5
2023-02-11,Kern,11.833333333333334
2023-02-11,Kings,13.333333333333334
2023-02-11,Madera,7.0
